Project_ID,MP_Name,State,Constituency,Allocated_Ceiling,Work_Type,Vendor,Sanctioned_Amount,Bill_Amount,UC_Amount,Cumulative_Sanctioned,Days_to_Completion,Is_Overrun,Is_Duplicate,Is_Delayed,Has_Doc_Mismatch,Duplicate_Group_ID,Ceiling_Breach,Doc_Amount_Gap_Pct,Vendor_Is_Suspect,Model_Risk_Prob,Risk_Score,Risk_Level,Amount_Ratio
MPLAD-1632,Chandra Prakash Joshi,Rajasthan,CHITTORGARH,147000000.0,School Building,Vendor_015,4115161.52,4115161.52,4063377.79,27043084.71,221,0,0,0,0,,0,1.3,0,8.130707135739323e-05,0.0,Low,0.82
MPLAD-1633,CHANDRA SHEKHAR,Uttar Pradesh,NAGINA(SC),147000000.0,Solar Street Lighting,Vendor_004,1535940.47,1535940.47,1532875.34,1535940.47,208,0,0,0,0,,0,0.2,1,0.009540658604249871,0.4,Medium,1.02
MPLAD-1634,CHANDRA SHEKHAR,Uttar Pradesh,NAGINA(SC),147000000.0,Sports Infrastructure,Vendor_009,2242873.15,2242873.15,2284746.18,3778813.62,165,0,0,0,0,,0,1.9,0,0.0002209993235758522,0.0,Low,0.75
MPLAD-1635,CHANDRA SHEKHAR,Uttar Pradesh,NAGINA(SC),147000000.0,School Building,Vendor_012,7937982.15,7937982.15,7834160.93,11716795.77,188,0,0,0,0,,0,1.3,0,0.2704295829642674,0.27,Low,1.59
MPLAD-1636,CHANDRA SHEKHAR,Uttar Pradesh,NAGINA(SC),147000000.0,Sports Infrastructure,Vendor_012,2867863.41,2867863.41,2892086.54,14584659.18,148,0,0,0,0,,0,0.8,0,0.0012305518402507285,0.001,Low,0.96
MPLAD-1637,CHANDRA SHEKHAR,Uttar Pradesh,NAGINA(SC),147000000.0,Drinking Water Supply,Vendor_017,2145501.26,2145501.26,2161058.9,16730160.44,201,0,0,0,0,,0,0.7,1,0.0018382954989303716,0.4,Medium,0.98
MPLAD-1638,CHANDRA SHEKHAR,Uttar Pradesh,NAGINA(SC),147000000.0,Sports Infrastructure,Vendor_013,2920472.73,2920472.73,2886708.55,19650633.18,36,0,1,0,0,DUPGRP-1638,0,1.2,0,0.012316864956541069,0.75,High,0.97
MPLAD-1639,CHANDRA SHEKHAR,Uttar Pradesh,NAGINA(SC),147000000.0,Sports Infrastructure,Vendor_013,3000288.55,3000288.55,2990374.59,22650921.73,38,0,1,0,0,DUPGRP-1638,0,0.3,0,0.013589460848866846,0.75,High,1.0
MPLAD-1640,CHANDUBHAI CHHAGANBHAI SHIHORA,Gujarat,SURENDRANAGAR,147000000.0,School Building,Vendor_004,4150233.51,4150233.51,5515000.56,4150233.51,112,0,0,0,1,,0,32.9,1,0.00010974855044195079,1.0,High,0.83
MPLAD-1641,CHANDUBHAI CHHAGANBHAI SHIHORA,Gujarat,SURENDRANAGAR,147000000.0,Community Hall,Vendor_024,4284805.32,4284805.32,4348492.24,8435038.82,136,0,0,0,0,,0,1.5,0,0.07337278146196737,0.073,Low,1.53
MPLAD-1642,CHANDUBHAI CHHAGANBHAI SHIHORA,Gujarat,SURENDRANAGAR,147000000.0,School Building,Vendor_004,3294231.84,3294231.84,3230007.02,11729270.66,126,0,0,0,0,,0,1.9,1,1.590652723183264e-05,0.4,Medium,0.66
MPLAD-1643,CHANDUBHAI CHHAGANBHAI SHIHORA,Gujarat,SURENDRANAGAR,147000000.0,Solar Street Lighting,Vendor_017,1301802.24,1301802.24,1311871.81,13031072.9,169,0,0,0,0,,0,0.8,1,0.0032752002919123014,0.4,Medium,0.87
MPLAD-1644,CHANDUBHAI CHHAGANBHAI SHIHORA,Gujarat,SURENDRANAGAR,147000000.0,Drinking Water Supply,Vendor_022,3112250.73,3112250.73,3084198.88,16143323.63,329,0,0,1,0,,0,0.9,1,0.27429922066987916,0.4,Medium,1.41
MPLAD-1645,CHARANJIT SINGH CHANNI,Punjab,JALANDHAR(SC),147000000.0,Health Sub-Centre,Vendor_003,3153761.63,3153761.63,3810420.97,3153761.63,212,0,0,0,1,,0,20.8,0,0.0001116350799090772,0.688,High,0.75
MPLAD-1646,CHARANJIT SINGH CHANNI,Punjab,JALANDHAR(SC),147000000.0,Sports Infrastructure,Vendor_007,2550218.4,2550218.4,2587727.22,5703980.02,189,0,0,0,0,,0,1.5,0,0.00043811514093222074,0.0,Low,0.85
MPLAD-1647,CHARANJIT SINGH CHANNI,Punjab,JALANDHAR(SC),147000000.0,Health Sub-Centre,Vendor_015,2257349.8,2257349.8,2287537.32,7961329.82,234,0,0,0,0,,0,1.3,0,3.785939448373578e-05,0.0,Low,0.54
MPLAD-1648,CHARANJIT SINGH CHANNI,Punjab,JALANDHAR(SC),147000000.0,Health Sub-Centre,Vendor_022,5250343.51,5250343.51,6608889.05,13211673.34,142,0,0,0,1,,0,25.9,1,0.005245152998441395,1.0,High,1.25
MPLAD-1649,CHARANJIT SINGH CHANNI,Punjab,JALANDHAR(SC),147000000.0,Sports Infrastructure,Vendor_016,2529696.86,2529696.86,2493827.32,15741370.19,82,0,0,0,0,,0,1.4,0,0.0018678453971483495,0.002,Low,0.84
MPLAD-1650,Delkar Kalaben Mohanbhai,Dadra and Nagar Haveli and Daman and Diu,DADRA AND NAGAR HAVELI,50000000.0,Drinking Water Supply,Vendor_013,1424397.2,1424397.2,1432550.69,1424397.2,175,0,0,0,0,,0,0.6,0,0.0002476900496176139,0.0,Low,0.65
MPLAD-1651,Delkar Kalaben Mohanbhai,Dadra and Nagar Haveli and Daman and Diu,DADRA AND NAGAR HAVELI,50000000.0,Solar Street Lighting,Vendor_002,3096878.78,3096878.78,3091171.37,4521275.97,142,1,0,0,0,,0,0.2,0,0.35915893386982317,0.359,Medium,2.06
MPLAD-1652,Delkar Kalaben Mohanbhai,Dadra and Nagar Haveli and Daman and Diu,DADRA AND NAGAR HAVELI,50000000.0,Sports Infrastructure,Vendor_020,2761728.96,2761728.96,2816764.69,7283004.93,105,0,0,0,0,,0,2.0,0,0.0018587617378345075,0.002,Low,0.92
MPLAD-1653,Delkar Kalaben Mohanbhai,Dadra and Nagar Haveli and Daman and Diu,DADRA AND NAGAR HAVELI,50000000.0,School Building,Vendor_022,5730957.86,5730957.86,5792365.38,13013962.79,244,0,0,0,0,,0,1.1,1,0.0032710210195749513,0.4,Medium,1.15
MPLAD-1654,Delkar Kalaben Mohanbhai,Dadra and Nagar Haveli and Daman and Diu,DADRA AND NAGAR HAVELI,50000000.0,School Building,Vendor_010,4827163.65,4827163.65,6066410.88,17841126.44,156,0,0,0,1,,0,25.7,0,0.0002590384236951377,0.737,High,0.97
MPLAD-1655,Delkar Kalaben Mohanbhai,Dadra and Nagar Haveli and Daman and Diu,DADRA AND NAGAR HAVELI,50000000.0,Community Hall,Vendor_003,3407255.69,3407255.69,3387532.31,21248382.13,170,0,0,0,0,,0,0.6,0,0.005273044476159649,0.005,Low,1.22
MPLAD-1656,CHHATRA PAL SINGH GANGWAR,Uttar Pradesh,BAREILLY,147000000.0,Health Sub-Centre,Vendor_022,2911322.5,2911322.5,2854483.94,2911322.5,235,0,0,0,0,,0,2.0,1,0.00012331723082132469,0.4,Medium,0.69
MPLAD-1657,CHHATRA PAL SINGH GANGWAR,Uttar Pradesh,BAREILLY,147000000.0,School Building,Vendor_017,4810802.36,4810802.36,4811002.53,7722124.86,238,0,0,0,0,,0,0.0,1,0.0004492786336855359,0.4,Medium,0.96
MPLAD-1658,CHHATRA PAL SINGH GANGWAR,Uttar Pradesh,BAREILLY,147000000.0,Solar Street Lighting,Vendor_022,1655429.1,1655429.1,1623974.89,9377553.96,85,0,0,0,0,,0,1.9,1,0.010891538037009523,0.4,Medium,1.1
MPLAD-1659,CHHATRA PAL SINGH GANGWAR,Uttar Pradesh,BAREILLY,147000000.0,Community Hall,Vendor_010,4262355.14,4262355.14,4208920.57,13639909.1,258,0,0,0,0,,0,1.3,0,0.03295525269219449,0.033,Low,1.52
MPLAD-1660,CHHATRA PAL SINGH GANGWAR,Uttar Pradesh,BAREILLY,147000000.0,Community Hall,Vendor_017,3316888.44,3316888.44,4289375.49,16956797.54,172,0,0,0,1,,0,29.3,1,0.004125660139725352,1.0,High,1.18
MPLAD-1661,CHHATRA PAL SINGH GANGWAR,Uttar Pradesh,BAREILLY,147000000.0,Solar Street Lighting,Vendor_019,609771.42,609771.42,618025.28,17566568.97,200,0,0,0,0,,0,1.4,0,0.0006481290090389949,0.001,Low,0.41
MPLAD-1662,CHHATRA PAL SINGH GANGWAR,Uttar Pradesh,BAREILLY,147000000.0,Sports Infrastructure,Vendor_002,3320301.93,3320301.93,3367928.36,20886870.9,219,0,0,0,0,,0,1.4,0,0.003171993483463603,0.003,Low,1.11
MPLAD-1663,CHHATRAPATI SHAHU SHAHAJI,Maharashtra,KOLHAPUR,147000000.0,Sports Infrastructure,Vendor_018,3323185.48,3323185.48,3264194.14,3323185.48,257,0,0,0,0,,0,1.8,0,0.003624115367363808,0.004,Low,1.11
MPLAD-1664,CHHATRAPATI SHAHU SHAHAJI,Maharashtra,KOLHAPUR,147000000.0,Health Sub-Centre,Vendor_021,4072406.97,4072406.97,5273556.12,7395592.45,193,0,1,0,1,DUPGRP-1664,0,29.5,0,0.0005490041075940881,1.0,High,0.97
MPLAD-1665,CHHATRAPATI SHAHU SHAHAJI,Maharashtra,KOLHAPUR,147000000.0,Health Sub-Centre,Vendor_011,3963756.31,3963756.31,3921801.26,11359348.76,201,0,1,0,0,DUPGRP-1664,0,1.1,0,0.0004922378303431256,0.75,High,0.94
MPLAD-1666,CHHATRAPATI SHAHU SHAHAJI,Maharashtra,KOLHAPUR,147000000.0,Community Hall,Vendor_004,5852804.69,5852804.69,5770072.85,17212153.46,179,1,0,0,0,,0,1.4,1,0.6803775620610502,0.68,High,2.09
MPLAD-1667,CHHOTELAL,Uttar Pradesh,ROBERTSGANJ(SC),147000000.0,School Building,Vendor_019,5707793.51,5707793.51,5805514.18,5707793.51,127,0,0,0,0,,0,1.7,0,0.002402602647206693,0.002,Low,1.14
MPLAD-1668,CHHOTELAL,Uttar Pradesh,ROBERTSGANJ(SC),147000000.0,Health Sub-Centre,Vendor_007,2860073.19,2860073.19,2833266.93,8567866.7,117,0,0,0,0,,0,0.9,0,4.017251509840737e-05,0.0,Low,0.68
MPLAD-1669,CHHOTELAL,Uttar Pradesh,ROBERTSGANJ(SC),147000000.0,Drinking Water Supply,Vendor_013,1139850.16,1139850.16,1125638.62,9707716.85,212,0,0,0,0,,0,1.2,0,0.0001452130731830972,0.0,Low,0.52
MPLAD-1670,CHINTAMANI MAHARAJ,Chhattisgarh,SARGUJA(ST),147000000.0,Solar Street Lighting,Vendor_022,1766851.6,1766851.6,1776988.31,1766851.6,341,0,0,1,0,,0,0.6,1,0.023511758209218896,0.4,Medium,1.18
MPLAD-1671,CHINTAMANI MAHARAJ,Chhattisgarh,SARGUJA(ST),147000000.0,Community Hall,Vendor_016,2030868.61,2030868.61,2033896.69,3797720.21,185,0,0,0,0,,0,0.1,0,0.00018842672657000788,0.0,Low,0.73
MPLAD-1672,CHINTAMANI MAHARAJ,Chhattisgarh,SARGUJA(ST),147000000.0,Health Sub-Centre,Vendor_017,4749742.5,4749742.5,4786178.28,8547462.71,30,0,0,0,0,,0,0.8,1,0.008025031459151608,0.4,Medium,1.13
MPLAD-1673,CHINTAMANI MAHARAJ,Chhattisgarh,SARGUJA(ST),147000000.0,Solar Street Lighting,Vendor_002,967969.75,967969.75,978838.08,9515432.46,223,0,0,0,0,,0,1.1,0,0.002335165577794427,0.002,Low,0.65
MPLAD-1674,CHINTAMANI MAHARAJ,Chhattisgarh,SARGUJA(ST),147000000.0,Health Sub-Centre,Vendor_004,3404790.44,3404790.44,3464194.03,12920222.9,30,0,0,0,0,,0,1.7,1,0.0012328050309276398,0.4,Medium,0.81
MPLAD-1675,CHINTAMANI MAHARAJ,Chhattisgarh,SARGUJA(ST),147000000.0,Drinking Water Supply,Vendor_018,1816811.16,1816811.16,1799162.83,14737034.06,317,0,0,1,0,,0,1.0,0,0.02416952125985156,0.024,Low,0.83
MPLAD-1676,CHINTAMANI MAHARAJ,Chhattisgarh,SARGUJA(ST),147000000.0,Drinking Water Supply,Vendor_016,5999882.82,5999882.82,6115033.42,20736916.87,94,1,0,0,0,,0,1.9,0,0.9855927716528388,0.986,High,2.73
MPLAD-1677,CHINTAMANI MAHARAJ,Chhattisgarh,SARGUJA(ST),147000000.0,Drinking Water Supply,Vendor_006,2004575.25,2004575.25,2512587.75,22741492.12,206,0,0,0,1,,0,25.3,0,0.0012969431484027068,0.733,High,0.91
MPLAD-1678,CHIRAG PASWAN,Bihar,HAJIPUR(SC),147000000.0,Community Hall,Vendor_013,2888018.48,2888018.48,2849172.2,2888018.48,170,0,0,0,0,,0,1.3,0,0.0015232271159221404,0.002,Low,1.03
MPLAD-1679,CHIRAG PASWAN,Bihar,HAJIPUR(SC),147000000.0,Solar Street Lighting,Vendor_009,1827268.42,1827268.42,1862453.09,4715286.91,140,0,0,0,0,,0,1.9,0,0.012798202572553307,0.013,Low,1.22
MPLAD-1680,CHIRAG PASWAN,Bihar,HAJIPUR(SC),147000000.0,Solar Street Lighting,Vendor_017,1767584.15,1767584.15,2057744.39,6482871.06,196,0,0,0,1,,0,16.4,1,0.016452152134326728,1.0,High,1.18
MPLAD-1681,CN Annadurai,Tamil Nadu,TIRUVANNAMALAI,148579509.11,Sports Infrastructure,Vendor_024,4227937.35,4227937.35,4204466.56,4227937.35,179,0,0,0,0,,0,0.6,0,0.0377184411188869,0.038,Low,1.41
MPLAD-1682,CN Annadurai,Tamil Nadu,TIRUVANNAMALAI,148579509.11,Health Sub-Centre,Vendor_004,4492222.97,4492222.97,4480016.22,8720160.32,118,0,0,0,0,,0,0.3,1,0.0010162706502359485,0.4,Medium,1.07
MPLAD-1683,CN Annadurai,Tamil Nadu,TIRUVANNAMALAI,148579509.11,School Building,Vendor_004,3533993.66,3533993.66,4078822.0,12254153.98,230,0,0,0,1,,0,15.4,1,3.191658042312829e-05,1.0,High,0.71
MPLAD-1684,CN Annadurai,Tamil Nadu,TIRUVANNAMALAI,148579509.11,Solar Street Lighting,Vendor_002,492408.17,492408.17,501463.47,12746562.15,140,0,0,0,0,,0,1.8,0,0.00034334097384025445,0.0,Low,0.33
MPLAD-1685,CN Annadurai,Tamil Nadu,TIRUVANNAMALAI,148579509.11,Community Hall,Vendor_008,1696536.47,1696536.47,1692145.34,14443098.62,257,0,1,0,0,DUPGRP-1685,0,0.3,0,0.00020302845737379306,0.75,High,0.61
MPLAD-1686,CN Annadurai,Tamil Nadu,TIRUVANNAMALAI,148579509.11,Community Hall,Vendor_008,1699950.43,1699950.43,1694693.27,16143049.04,270,0,1,0,0,DUPGRP-1685,0,0.3,0,0.00029427440821150016,0.75,High,0.61
MPLAD-1687,CN Annadurai,Tamil Nadu,TIRUVANNAMALAI,148579509.11,Road Construction,Vendor_012,3064351.07,3064351.07,3057018.73,19207400.11,215,0,0,0,0,,0,0.2,0,0.0003517388501936058,0.0,Low,0.88
MPLAD-1688,D M Kathir Anand,Tamil Nadu,VELLORE,160196941.11,Health Sub-Centre,Vendor_001,6157126.97,6157126.97,6084289.75,6157126.97,216,0,1,0,0,DUPGRP-1688,0,1.2,0,0.0830378022052953,0.75,High,1.47
MPLAD-1689,D M Kathir Anand,Tamil Nadu,VELLORE,160196941.11,Health Sub-Centre,Vendor_001,6219586.16,6219586.16,6221424.61,12376713.13,207,0,1,0,0,DUPGRP-1688,0,0.0,0,0.08644368630878763,0.75,High,1.48
MPLAD-1690,D M Kathir Anand,Tamil Nadu,VELLORE,160196941.11,Road Construction,Vendor_017,4347666.08,4347666.08,4346338.66,16724379.21,155,0,0,0,0,,0,0.0,1,0.0068203928333396445,0.4,Medium,1.24
MPLAD-1691,D M Kathir Anand,Tamil Nadu,VELLORE,160196941.11,Drinking Water Supply,Vendor_007,4276313.01,4276313.01,4299761.9,21000692.22,132,1,0,0,0,,0,0.5,0,0.5251333706513448,0.525,Medium,1.94
MPLAD-1692,D M Kathir Anand,Tamil Nadu,VELLORE,160196941.11,School Building,Vendor_021,3800555.26,3800555.26,3732267.28,24801247.49,165,0,0,0,0,,0,1.8,0,2.6988453140509114e-05,0.0,Low,0.76
MPLAD-1693,D M Kathir Anand,Tamil Nadu,VELLORE,160196941.11,Community Hall,Vendor_010,2977884.37,2977884.37,2997706.04,27779131.86,204,0,0,0,0,,0,0.7,0,0.0014520934355339683,0.001,Low,1.06
MPLAD-1694,D M Kathir Anand,Tamil Nadu,VELLORE,160196941.11,Road Construction,Vendor_025,1374563.4,1374563.4,1389783.74,29153695.26,141,0,0,0,0,,0,1.1,0,8.18736070720866e-06,0.0,Low,0.39
MPLAD-1695,D M Kathir Anand,Tamil Nadu,VELLORE,160196941.11,School Building,Vendor_022,9686162.42,9686162.42,9878333.43,38839857.69,168,1,0,0,0,,0,2.0,1,0.9312875982166682,0.931,High,1.94
MPLAD-1696,D Ravikumar,Tamil Nadu,VILUPPURAM(SC),197598306.11,Solar Street Lighting,Vendor_016,1296446.52,1296446.52,1320592.05,1296446.52,187,0,0,0,0,,0,1.9,0,0.0037887211328194266,0.004,Low,0.86
MPLAD-1697,D Ravikumar,Tamil Nadu,VILUPPURAM(SC),197598306.11,School Building,Vendor_025,4558852.29,4558852.29,5381275.24,5855298.8,196,0,0,0,1,,0,18.0,0,0.00015093955234647753,0.66,Medium,0.91
MPLAD-1698,D Ravikumar,Tamil Nadu,VILUPPURAM(SC),197598306.11,Solar Street Lighting,Vendor_010,2142692.64,2142692.64,2144426.67,7997991.44,142,0,0,0,0,,0,0.1,0,0.0316384789612555,0.032,Low,1.43
MPLAD-1699,D Ravikumar,Tamil Nadu,VILUPPURAM(SC),197598306.11,Community Hall,Vendor_005,3241071.67,3241071.67,3299703.96,11239063.11,212,0,0,0,0,,0,1.8,0,0.002671924617917161,0.003,Low,1.16
MPLAD-1700,Daggubati Purandeshwari,Andhra Pradesh,RAJAHMUNDRY,147000000.0,School Building,Vendor_022,8582557.99,8582557.99,8499402.78,8582557.99,251,0,0,0,0,,0,1.0,1,0.5005858917009967,0.501,Medium,1.72
MPLAD-1701,Daggubati Purandeshwari,Andhra Pradesh,RAJAHMUNDRY,147000000.0,Road Construction,Vendor_021,7846687.7,7846687.7,7846363.77,16429245.69,146,1,0,0,0,,0,0.0,0,0.980730814541428,0.981,High,2.24
MPLAD-1702,Daggubati Purandeshwari,Andhra Pradesh,RAJAHMUNDRY,147000000.0,Solar Street Lighting,Vendor_003,1669162.59,1669162.59,1647288.98,18098408.29,151,0,0,0,0,,0,1.3,0,0.008476966304056094,0.008,Low,1.11
MPLAD-1703,Daggubati Purandeshwari,Andhra Pradesh,RAJAHMUNDRY,147000000.0,Health Sub-Centre,Vendor_002,3222035.99,3222035.99,3190227.91,21320444.28,191,0,0,0,0,,0,1.0,0,8.592689261555155e-05,0.0,Low,0.77
MPLAD-1704,Daggubati Purandeshwari,Andhra Pradesh,RAJAHMUNDRY,147000000.0,Sports Infrastructure,Vendor_001,7216225.78,7216225.78,7229767.9,28536670.06,190,1,0,0,0,,0,0.2,0,0.9900444204045677,0.99,High,2.41
MPLAD-1705,DAGGUMALLA PRASADA RAO,Andhra Pradesh,CHITTOOR,147000000.0,Drinking Water Supply,Vendor_022,2097857.54,2097857.54,2108190.57,2097857.54,184,0,0,0,0,,0,0.5,1,0.0015184852186410098,0.4,Medium,0.95
MPLAD-1706,DAGGUMALLA PRASADA RAO,Andhra Pradesh,CHITTOOR,147000000.0,School Building,Vendor_010,4113668.96,4113668.96,4052260.4,6211526.5,197,0,0,0,0,,0,1.5,0,5.847877138306916e-05,0.0,Low,0.82
MPLAD-1707,DAGGUMALLA PRASADA RAO,Andhra Pradesh,CHITTOOR,147000000.0,Sports Infrastructure,Vendor_015,1991257.95,1991257.95,2016317.94,8202784.45,172,0,0,0,0,,0,1.3,0,0.00011662713099145299,0.0,Low,0.66
MPLAD-1708,DAGGUMALLA PRASADA RAO,Andhra Pradesh,CHITTOOR,147000000.0,Road Construction,Vendor_021,1849924.54,1849924.54,1847845.41,10052708.99,99,0,0,0,0,,0,0.1,0,6.0995678637945205e-05,0.0,Low,0.53
MPLAD-1709,DAGGUMALLA PRASADA RAO,Andhra Pradesh,CHITTOOR,147000000.0,Sports Infrastructure,Vendor_022,3080306.46,3080306.46,3048066.39,13133015.45,140,0,0,0,0,,0,1.0,1,0.0023319254073083094,0.4,Medium,1.03
MPLAD-1710,DAGGUMALLA PRASADA RAO,Andhra Pradesh,CHITTOOR,147000000.0,School Building,Vendor_011,8875710.27,8875710.27,8758145.91,22008725.72,254,0,0,0,0,,0,1.3,0,0.6189612613445268,0.619,Medium,1.78
MPLAD-1711,DAMODAR AGARWAL,Rajasthan,BHILWARA,147000000.0,Solar Street Lighting,Vendor_012,1474065.57,1474065.57,1484228.48,1474065.57,171,0,0,0,0,,0,0.7,0,0.005468765145837635,0.005,Low,0.98
MPLAD-1712,DAMODAR AGARWAL,Rajasthan,BHILWARA,147000000.0,School Building,Vendor_002,3709273.89,3709273.89,4881435.07,5183339.46,131,0,0,0,1,,0,31.6,0,3.16399537648796e-05,0.796,High,0.74
MPLAD-1713,DAMODAR AGARWAL,Rajasthan,BHILWARA,147000000.0,Solar Street Lighting,Vendor_002,1162313.38,1162313.38,1160575.04,6345652.84,249,0,0,0,0,,0,0.1,0,0.0054155602632412056,0.005,Low,0.77
MPLAD-1714,DAMODAR AGARWAL,Rajasthan,BHILWARA,147000000.0,Road Construction,Vendor_010,3090108.04,3090108.04,3092482.11,9435760.88,232,0,0,0,0,,0,0.1,0,0.00048993411927931,0.0,Low,0.88
MPLAD-1715,DAMODAR AGARWAL,Rajasthan,BHILWARA,147000000.0,Community Hall,Vendor_018,6103616.6,6103616.6,6102040.32,15539377.48,194,1,0,0,0,,0,0.0,0,0.7655261974343934,0.766,High,2.18
MPLAD-1716,DAMODAR AGARWAL,Rajasthan,BHILWARA,147000000.0,School Building,Vendor_022,6303158.75,6303158.75,6388166.17,21842536.23,108,0,1,0,0,DUPGRP-1716,0,1.3,1,0.010711056536042578,1.0,High,1.26
MPLAD-1717,DAMODAR AGARWAL,Rajasthan,BHILWARA,147000000.0,School Building,Vendor_022,6487359.52,6487359.52,6435478.05,28329895.75,122,0,1,0,0,DUPGRP-1716,0,0.8,1,0.014408252450020986,1.0,High,1.3
MPLAD-1718,DAMODAR AGARWAL,Rajasthan,BHILWARA,147000000.0,Community Hall,Vendor_012,1833904.79,1833904.79,2155907.38,30163800.54,215,0,0,0,1,,0,17.6,0,0.0001260522416772398,0.656,Medium,0.65
MPLAD-1719,DAROGA PRASAD SAROJ LALGANJ,Uttar Pradesh,(SC),147000000.0,Solar Street Lighting,Vendor_008,2083185.27,2083185.27,2106780.26,2083185.27,211,0,0,0,0,,0,1.1,0,0.04762780326373415,0.048,Low,1.39
MPLAD-1720,DAROGA PRASAD SAROJ LALGANJ,Uttar Pradesh,(SC),147000000.0,Sports Infrastructure,Vendor_012,6524028.92,6524028.92,6406680.67,8607214.19,157,1,0,0,0,,0,1.8,0,0.9589850973626836,0.959,High,2.17
MPLAD-1721,DAROGA PRASAD SAROJ LALGANJ,Uttar Pradesh,(SC),147000000.0,Solar Street Lighting,Vendor_016,983827.58,983827.58,970242.34,9591041.77,217,0,0,0,0,,0,1.4,0,0.002248765018430454,0.002,Low,0.66
MPLAD-1722,DAROGA PRASAD SAROJ LALGANJ,Uttar Pradesh,(SC),147000000.0,Community Hall,Vendor_025,6654074.73,6654074.73,6535878.76,16245116.5,199,1,1,0,0,DUPGRP-1722,0,1.8,0,0.9169590525240482,0.917,High,2.38
MPLAD-1723,DAROGA PRASAD SAROJ LALGANJ,Uttar Pradesh,(SC),147000000.0,Community Hall,Vendor_025,6463598.58,6463598.58,6406548.14,22708715.08,202,0,1,0,0,DUPGRP-1722,0,0.9,0,0.8731907852933326,0.873,High,2.31
MPLAD-1724,DAROGA PRASAD SAROJ LALGANJ,Uttar Pradesh,(SC),147000000.0,Road Construction,Vendor_013,7192232.44,7192232.44,7256403.59,29900947.52,261,0,0,0,0,,0,0.9,0,0.8649609201918123,0.865,High,2.05
MPLAD-1725,DAROGA PRASAD SAROJ LALGANJ,Uttar Pradesh,(SC),147000000.0,Health Sub-Centre,Vendor_004,3314205.69,3314205.69,3274304.16,33215153.21,238,0,0,0,0,,0,1.2,1,0.00028534599655672234,0.4,Medium,0.79
MPLAD-1726,DARSHAN SINGH CHOUDHARY,Madhya Pradesh,HOSHANGABAD,147000000.0,Solar Street Lighting,Vendor_022,1816227.11,1816227.11,1846742.63,1816227.11,151,0,0,0,0,,0,1.7,1,0.012954095726210793,0.4,Medium,1.21
MPLAD-1727,DARSHAN SINGH CHOUDHARY,Madhya Pradesh,HOSHANGABAD,147000000.0,Solar Street Lighting,Vendor_022,507201.84,507201.84,505192.72,2323428.95,169,0,0,0,0,,0,0.4,1,0.0003645812408603921,0.4,Medium,0.34
MPLAD-1728,DARSHAN SINGH CHOUDHARY,Madhya Pradesh,HOSHANGABAD,147000000.0,School Building,Vendor_025,4551492.56,4551492.56,4526296.83,6874921.51,149,0,0,0,0,,0,0.6,0,0.00014636790980098867,0.0,Low,0.91
MPLAD-1729,DARSHAN SINGH CHOUDHARY,Madhya Pradesh,HOSHANGABAD,147000000.0,Community Hall,Vendor_010,2356997.03,2356997.03,2346648.73,9231918.54,172,0,0,0,0,,0,0.4,0,0.0004388645961560871,0.0,Low,0.84
MPLAD-1730,DARSHAN SINGH CHOUDHARY,Madhya Pradesh,HOSHANGABAD,147000000.0,Sports Infrastructure,Vendor_019,3000417.96,3000417.96,3018507.41,12232336.5,169,0,0,0,0,,0,0.6,0,0.0014680920611185506,0.001,Low,1.0
MPLAD-1731,DEEPENDER SINGH HOODA,Haryana,ROHTAK,147000000.0,Sports Infrastructure,Vendor_016,4663732.83,4663732.83,4572426.58,4663732.83,198,0,0,0,0,,0,2.0,0,0.10526925089048267,0.105,Low,1.55
MPLAD-1732,DEEPENDER SINGH HOODA,Haryana,ROHTAK,147000000.0,Solar Street Lighting,Vendor_022,2654719.29,2654719.29,2605577.43,7318452.12,171,1,0,0,0,,0,1.9,1,0.1630953799656059,0.4,Medium,1.77
MPLAD-1733,DEEPENDER SINGH HOODA,Haryana,ROHTAK,147000000.0,Community Hall,Vendor_003,2386211.85,2386211.85,2382588.56,9704663.97,212,0,0,0,0,,0,0.2,0,0.0003904286790466211,0.0,Low,0.85
MPLAD-1734,DEEPENDER SINGH HOODA,Haryana,ROHTAK,147000000.0,Drinking Water Supply,Vendor_002,4531704.0,4531704.0,4452965.84,14236367.97,232,1,0,0,0,,0,1.7,0,0.6944201130299082,0.694,High,2.06
MPLAD-1735,DEEPENDER SINGH HOODA,Haryana,ROHTAK,147000000.0,Road Construction,Vendor_013,5178236.33,5178236.33,5232543.09,19414604.3,275,0,0,1,0,,0,1.0,0,0.07888567831664746,0.079,Low,1.48
MPLAD-1736,Devendra Alias Bhole Singh,Uttar Pradesh,AKBARPUR,147000000.0,Community Hall,Vendor_002,3752902.61,3752902.61,3789620.55,3752902.61,191,0,0,0,0,,0,1.0,0,0.0098230522513221,0.01,Low,1.34
MPLAD-1737,Devendra Alias Bhole Singh,Uttar Pradesh,AKBARPUR,147000000.0,Drinking Water Supply,Vendor_023,2840612.34,2840612.34,2826037.38,6593514.95,156,0,0,0,0,,0,0.5,0,0.014531957750792128,0.015,Low,1.29
MPLAD-1738,Devendra Alias Bhole Singh,Uttar Pradesh,AKBARPUR,147000000.0,Solar Street Lighting,Vendor_022,1136525.52,1136525.52,1114409.35,7730040.47,30,0,0,0,0,,0,1.9,1,0.012320096970087065,0.4,Medium,0.76
